2021-08-07 16:54:50,880 - root - INFO - train with paddle version: 2.1.2, gpu: 1
2021-08-07 16:54:50,880 - root - INFO - Number of training samples: 74820, iter: 293
2021-08-07 16:54:50,880 - root - INFO - Number of validation samples: 18706, iter: 74
2021-08-07 17:20:26,383 - root - INFO - Epoch [30/ 1000] batch [10/293]: loss = 0.4096, acc = 0.9077, lr = 0.001
2021-08-07 17:20:27,865 - root - INFO - Epoch [30/ 1000] batch [20/293]: loss = 0.3834, acc = 0.9077, lr = 0.001
2021-08-07 17:20:29,114 - root - INFO - Epoch [30/ 1000] batch [30/293]: loss = 0.3752, acc = 0.9078, lr = 0.001
2021-08-07 17:20:30,565 - root - INFO - Epoch [30/ 1000] batch [40/293]: loss = 0.3587, acc = 0.9078, lr = 0.001
2021-08-07 17:20:32,060 - root - INFO - Epoch [30/ 1000] batch [50/293]: loss = 0.3828, acc = 0.9078, lr = 0.001
2021-08-07 17:20:33,424 - root - INFO - Epoch [30/ 1000] batch [60/293]: loss = 0.3871, acc = 0.9078, lr = 0.001
2021-08-07 17:20:34,856 - root - INFO - Epoch [30/ 1000] batch [70/293]: loss = 0.3795, acc = 0.9079, lr = 0.001
2021-08-07 17:20:36,086 - root - INFO - Epoch [30/ 1000] batch [80/293]: loss = 0.3545, acc = 0.9079, lr = 0.001
2021-08-07 17:20:37,364 - root - INFO - Epoch [30/ 1000] batch [90/293]: loss = 0.3835, acc = 0.9079, lr = 0.001
2021-08-07 17:20:38,763 - root - INFO - Epoch [30/ 1000] batch [100/293]: loss = 0.3729, acc = 0.9079, lr = 0.001
2021-08-07 17:20:40,646 - root - INFO - Epoch [30/ 1000] batch [110/293]: loss = 0.3877, acc = 0.9080, lr = 0.001
2021-08-07 17:20:42,219 - root - INFO - Epoch [30/ 1000] batch [120/293]: loss = 0.3654, acc = 0.9080, lr = 0.001
2021-08-07 17:20:43,614 - root - INFO - Epoch [30/ 1000] batch [130/293]: loss = 0.4024, acc = 0.9080, lr = 0.001
2021-08-07 17:20:44,911 - root - INFO - Epoch [30/ 1000] batch [140/293]: loss = 0.3520, acc = 0.9081, lr = 0.001
2021-08-07 17:20:46,429 - root - INFO - Epoch [30/ 1000] batch [150/293]: loss = 0.3960, acc = 0.9081, lr = 0.001
2021-08-07 17:20:47,989 - root - INFO - Epoch [30/ 1000] batch [160/293]: loss = 0.3763, acc = 0.9081, lr = 0.001
2021-08-07 17:20:49,391 - root - INFO - Epoch [30/ 1000] batch [170/293]: loss = 0.3687, acc = 0.9081, lr = 0.001
2021-08-07 17:20:51,116 - root - INFO - Epoch [30/ 1000] batch [180/293]: loss = 0.3819, acc = 0.9082, lr = 0.001
2021-08-07 17:20:52,501 - root - INFO - Epoch [30/ 1000] batch [190/293]: loss = 0.3964, acc = 0.9082, lr = 0.001
2021-08-07 17:20:54,060 - root - INFO - Epoch [30/ 1000] batch [200/293]: loss = 0.3841, acc = 0.9082, lr = 0.001
2021-08-07 17:20:56,005 - root - INFO - Epoch [30/ 1000] batch [210/293]: loss = 0.4035, acc = 0.9083, lr = 0.001
2021-08-07 17:20:57,648 - root - INFO - Epoch [30/ 1000] batch [220/293]: loss = 0.3634, acc = 0.9083, lr = 0.001
2021-08-07 17:20:59,072 - root - INFO - Epoch [30/ 1000] batch [230/293]: loss = 0.3860, acc = 0.9083, lr = 0.001
2021-08-07 17:21:00,683 - root - INFO - Epoch [30/ 1000] batch [240/293]: loss = 0.4080, acc = 0.9083, lr = 0.001
2021-08-07 17:21:02,466 - root - INFO - Epoch [30/ 1000] batch [250/293]: loss = 0.3753, acc = 0.9084, lr = 0.001
2021-08-07 17:21:04,224 - root - INFO - Epoch [30/ 1000] batch [260/293]: loss = 0.3834, acc = 0.9084, lr = 0.001
2021-08-07 17:21:05,652 - root - INFO - Epoch [30/ 1000] batch [270/293]: loss = 0.3880, acc = 0.9084, lr = 0.001
2021-08-07 17:21:07,121 - root - INFO - Epoch [30/ 1000] batch [280/293]: loss = 0.3875, acc = 0.9084, lr = 0.001
2021-08-07 17:21:08,486 - root - INFO - Epoch [30/ 1000] batch [290/293]: loss = 0.3869, acc = 0.9085, lr = 0.001
2021-08-07 17:21:08,734 - root - INFO - Epoch 30 train acc = 0.9085, lr = 0.001
2021-08-07 17:21:15,956 - root - INFO - Epoch 30 eval acc = 0.9474, bect_acc = 0.9485, best epoch = 29
2021-08-07 17:21:17,462 - root - INFO - Epoch [31/ 1000] batch [0/293]: loss = 0.3848, acc = 0.9085, lr = 0.001
2021-08-07 17:21:18,959 - root - INFO - Epoch [31/ 1000] batch [10/293]: loss = 0.3779, acc = 0.9085, lr = 0.001
2021-08-07 17:21:20,381 - root - INFO - Epoch [31/ 1000] batch [20/293]: loss = 0.4116, acc = 0.9085, lr = 0.001
2021-08-07 17:21:21,818 - root - INFO - Epoch [31/ 1000] batch [30/293]: loss = 0.3758, acc = 0.9085, lr = 0.001
2021-08-07 17:21:23,024 - root - INFO - Epoch [31/ 1000] batch [40/293]: loss = 0.4169, acc = 0.9086, lr = 0.001
2021-08-07 17:21:24,571 - root - INFO - Epoch [31/ 1000] batch [50/293]: loss = 0.3591, acc = 0.9086, lr = 0.001
2021-08-07 17:21:26,166 - root - INFO - Epoch [31/ 1000] batch [60/293]: loss = 0.4073, acc = 0.9086, lr = 0.001
2021-08-07 17:21:27,532 - root - INFO - Epoch [31/ 1000] batch [70/293]: loss = 0.3901, acc = 0.9086, lr = 0.001
2021-08-07 17:21:28,864 - root - INFO - Epoch [31/ 1000] batch [80/293]: loss = 0.3755, acc = 0.9087, lr = 0.001
2021-08-07 17:21:30,103 - root - INFO - Epoch [31/ 1000] batch [90/293]: loss = 0.3856, acc = 0.9087, lr = 0.001
2021-08-07 17:21:31,464 - root - INFO - Epoch [31/ 1000] batch [100/293]: loss = 0.3936, acc = 0.9087, lr = 0.001
2021-08-07 17:21:33,014 - root - INFO - Epoch [31/ 1000] batch [110/293]: loss = 0.3736, acc = 0.9087, lr = 0.001
2021-08-07 17:21:34,467 - root - INFO - Epoch [31/ 1000] batch [120/293]: loss = 0.3722, acc = 0.9087, lr = 0.001
2021-08-07 17:21:35,897 - root - INFO - Epoch [31/ 1000] batch [130/293]: loss = 0.3726, acc = 0.9088, lr = 0.001
2021-08-07 17:21:37,231 - root - INFO - Epoch [31/ 1000] batch [140/293]: loss = 0.3749, acc = 0.9088, lr = 0.001
2021-08-07 17:21:38,781 - root - INFO - Epoch [31/ 1000] batch [150/293]: loss = 0.3617, acc = 0.9088, lr = 0.001
2021-08-07 17:21:40,514 - root - INFO - Epoch [31/ 1000] batch [160/293]: loss = 0.3713, acc = 0.9088, lr = 0.001
2021-08-07 17:21:42,019 - root - INFO - Epoch [31/ 1000] batch [170/293]: loss = 0.3715, acc = 0.9089, lr = 0.001
2021-08-07 17:21:43,665 - root - INFO - Epoch [31/ 1000] batch [180/293]: loss = 0.3757, acc = 0.9089, lr = 0.001
2021-08-07 17:21:45,266 - root - INFO - Epoch [31/ 1000] batch [190/293]: loss = 0.3622, acc = 0.9089, lr = 0.001
2021-08-07 17:21:46,785 - root - INFO - Epoch [31/ 1000] batch [200/293]: loss = 0.3982, acc = 0.9089, lr = 0.001
2021-08-07 17:21:48,233 - root - INFO - Epoch [31/ 1000] batch [210/293]: loss = 0.3932, acc = 0.9090, lr = 0.001
2021-08-07 17:21:49,819 - root - INFO - Epoch [31/ 1000] batch [220/293]: loss = 0.3877, acc = 0.9090, lr = 0.001
2021-08-07 17:21:51,454 - root - INFO - Epoch [31/ 1000] batch [230/293]: loss = 0.3756, acc = 0.9090, lr = 0.001
2021-08-07 17:21:53,042 - root - INFO - Epoch [31/ 1000] batch [240/293]: loss = 0.3804, acc = 0.9090, lr = 0.001
2021-08-07 17:21:54,847 - root - INFO - Epoch [31/ 1000] batch [250/293]: loss = 0.3653, acc = 0.9091, lr = 0.001
2021-08-07 17:21:56,345 - root - INFO - Epoch [31/ 1000] batch [260/293]: loss = 0.3819, acc = 0.9091, lr = 0.001
2021-08-07 17:21:57,812 - root - INFO - Epoch [31/ 1000] batch [270/293]: loss = 0.3816, acc = 0.9091, lr = 0.001
2021-08-07 17:21:59,366 - root - INFO - Epoch [31/ 1000] batch [280/293]: loss = 0.3709, acc = 0.9091, lr = 0.001
2021-08-07 17:22:01,008 - root - INFO - Epoch [31/ 1000] batch [290/293]: loss = 0.3601, acc = 0.9092, lr = 0.001
2021-08-07 17:22:01,264 - root - INFO - Epoch 31 train acc = 0.9092, lr = 0.001
2021-08-07 17:22:08,957 - root - INFO - Epoch 31 eval acc = 0.9482, bect_acc = 0.9485, best epoch = 29
2021-08-07 17:22:10,634 - root - INFO - Epoch [32/ 1000] batch [0/293]: loss = 0.3930, acc = 0.9092, lr = 0.001
2021-08-07 17:22:12,045 - root - INFO - Epoch [32/ 1000] batch [10/293]: loss = 0.3821, acc = 0.9092, lr = 0.001
2021-08-07 17:22:13,280 - root - INFO - Epoch [32/ 1000] batch [20/293]: loss = 0.4047, acc = 0.9092, lr = 0.001
2021-08-07 17:22:14,731 - root - INFO - Epoch [32/ 1000] batch [30/293]: loss = 0.3901, acc = 0.9092, lr = 0.001
2021-08-07 17:22:16,520 - root - INFO - Epoch [32/ 1000] batch [40/293]: loss = 0.4003, acc = 0.9093, lr = 0.001
2021-08-07 17:22:17,843 - root - INFO - Epoch [32/ 1000] batch [50/293]: loss = 0.3738, acc = 0.9093, lr = 0.001
2021-08-07 17:22:19,071 - root - INFO - Epoch [32/ 1000] batch [60/293]: loss = 0.3717, acc = 0.9093, lr = 0.001
2021-08-07 17:22:20,285 - root - INFO - Epoch [32/ 1000] batch [70/293]: loss = 0.3560, acc = 0.9093, lr = 0.001
2021-08-07 17:22:21,661 - root - INFO - Epoch [32/ 1000] batch [80/293]: loss = 0.3659, acc = 0.9094, lr = 0.001
2021-08-07 17:22:23,232 - root - INFO - Epoch [32/ 1000] batch [90/293]: loss = 0.3942, acc = 0.9094, lr = 0.001
2021-08-07 17:22:24,823 - root - INFO - Epoch [32/ 1000] batch [100/293]: loss = 0.3900, acc = 0.9094, lr = 0.001
2021-08-07 17:22:26,357 - root - INFO - Epoch [32/ 1000] batch [110/293]: loss = 0.3958, acc = 0.9094, lr = 0.001
2021-08-07 17:22:27,825 - root - INFO - Epoch [32/ 1000] batch [120/293]: loss = 0.4014, acc = 0.9095, lr = 0.001
2021-08-07 17:22:29,072 - root - INFO - Epoch [32/ 1000] batch [130/293]: loss = 0.3916, acc = 0.9095, lr = 0.001
2021-08-07 17:22:30,655 - root - INFO - Epoch [32/ 1000] batch [140/293]: loss = 0.3598, acc = 0.9095, lr = 0.001
2021-08-07 17:22:31,942 - root - INFO - Epoch [32/ 1000] batch [150/293]: loss = 0.3744, acc = 0.9095, lr = 0.001
2021-08-07 17:22:33,503 - root - INFO - Epoch [32/ 1000] batch [160/293]: loss = 0.3819, acc = 0.9095, lr = 0.001
2021-08-07 17:22:35,150 - root - INFO - Epoch [32/ 1000] batch [170/293]: loss = 0.3799, acc = 0.9096, lr = 0.001
2021-08-07 17:22:36,715 - root - INFO - Epoch [32/ 1000] batch [180/293]: loss = 0.3697, acc = 0.9096, lr = 0.001
2021-08-07 17:22:38,282 - root - INFO - Epoch [32/ 1000] batch [190/293]: loss = 0.3720, acc = 0.9096, lr = 0.001
2021-08-07 17:22:39,770 - root - INFO - Epoch [32/ 1000] batch [200/293]: loss = 0.4017, acc = 0.9096, lr = 0.001
2021-08-07 17:22:41,441 - root - INFO - Epoch [32/ 1000] batch [210/293]: loss = 0.3755, acc = 0.9097, lr = 0.001
2021-08-07 17:22:42,992 - root - INFO - Epoch [32/ 1000] batch [220/293]: loss = 0.3862, acc = 0.9097, lr = 0.001
2021-08-07 17:22:44,387 - root - INFO - Epoch [32/ 1000] batch [230/293]: loss = 0.3711, acc = 0.9097, lr = 0.001
2021-08-07 17:22:46,000 - root - INFO - Epoch [32/ 1000] batch [240/293]: loss = 0.3885, acc = 0.9097, lr = 0.001
2021-08-07 17:22:47,186 - root - INFO - Epoch [32/ 1000] batch [250/293]: loss = 0.3727, acc = 0.9097, lr = 0.001
2021-08-07 17:22:48,609 - root - INFO - Epoch [32/ 1000] batch [260/293]: loss = 0.3834, acc = 0.9098, lr = 0.001
2021-08-07 17:22:50,145 - root - INFO - Epoch [32/ 1000] batch [270/293]: loss = 0.3735, acc = 0.9098, lr = 0.001
2021-08-07 17:22:51,553 - root - INFO - Epoch [32/ 1000] batch [280/293]: loss = 0.3666, acc = 0.9098, lr = 0.001
2021-08-07 17:22:53,012 - root - INFO - Epoch [32/ 1000] batch [290/293]: loss = 0.3799, acc = 0.9098, lr = 0.001
2021-08-07 17:22:53,242 - root - INFO - Epoch 32 train acc = 0.9098, lr = 0.001
2021-08-07 17:23:00,467 - root - INFO - Epoch 32 eval acc = 0.9454, bect_acc = 0.9485, best epoch = 29
2021-08-07 17:23:02,191 - root - INFO - Epoch [33/ 1000] batch [0/293]: loss = 0.3771, acc = 0.9098, lr = 0.001
2021-08-07 17:23:03,572 - root - INFO - Epoch [33/ 1000] batch [10/293]: loss = 0.3912, acc = 0.9099, lr = 0.001
2021-08-07 17:23:05,084 - root - INFO - Epoch [33/ 1000] batch [20/293]: loss = 0.3662, acc = 0.9099, lr = 0.001
2021-08-07 17:23:06,323 - root - INFO - Epoch [33/ 1000] batch [30/293]: loss = 0.3958, acc = 0.9099, lr = 0.001
2021-08-07 17:23:07,925 - root - INFO - Epoch [33/ 1000] batch [40/293]: loss = 0.3676, acc = 0.9099, lr = 0.001
2021-08-07 17:23:09,519 - root - INFO - Epoch [33/ 1000] batch [50/293]: loss = 0.3679, acc = 0.9100, lr = 0.001
2021-08-07 17:23:11,145 - root - INFO - Epoch [33/ 1000] batch [60/293]: loss = 0.3691, acc = 0.9100, lr = 0.001
2021-08-07 17:23:12,437 - root - INFO - Epoch [33/ 1000] batch [70/293]: loss = 0.3903, acc = 0.9100, lr = 0.001
2021-08-07 17:23:13,741 - root - INFO - Epoch [33/ 1000] batch [80/293]: loss = 0.3877, acc = 0.9100, lr = 0.001
2021-08-07 17:23:15,146 - root - INFO - Epoch [33/ 1000] batch [90/293]: loss = 0.3759, acc = 0.9100, lr = 0.001
2021-08-07 17:23:16,720 - root - INFO - Epoch [33/ 1000] batch [100/293]: loss = 0.3507, acc = 0.9101, lr = 0.001
2021-08-07 17:23:18,323 - root - INFO - Epoch [33/ 1000] batch [110/293]: loss = 0.3798, acc = 0.9101, lr = 0.001
2021-08-07 17:23:19,817 - root - INFO - Epoch [33/ 1000] batch [120/293]: loss = 0.3709, acc = 0.9101, lr = 0.001
2021-08-07 17:23:21,178 - root - INFO - Epoch [33/ 1000] batch [130/293]: loss = 0.3769, acc = 0.9101, lr = 0.001
2021-08-07 17:23:22,530 - root - INFO - Epoch [33/ 1000] batch [140/293]: loss = 0.3798, acc = 0.9102, lr = 0.001
2021-08-07 17:23:24,130 - root - INFO - Epoch [33/ 1000] batch [150/293]: loss = 0.3790, acc = 0.9102, lr = 0.001
2021-08-07 17:23:25,667 - root - INFO - Epoch [33/ 1000] batch [160/293]: loss = 0.3742, acc = 0.9102, lr = 0.001
2021-08-07 17:23:27,600 - root - INFO - Epoch [33/ 1000] batch [170/293]: loss = 0.3553, acc = 0.9102, lr = 0.001
2021-08-07 17:23:29,080 - root - INFO - Epoch [33/ 1000] batch [180/293]: loss = 0.4015, acc = 0.9102, lr = 0.001
2021-08-07 17:23:30,677 - root - INFO - Epoch [33/ 1000] batch [190/293]: loss = 0.3844, acc = 0.9103, lr = 0.001
2021-08-07 17:23:32,114 - root - INFO - Epoch [33/ 1000] batch [200/293]: loss = 0.3983, acc = 0.9103, lr = 0.001
2021-08-07 17:23:33,901 - root - INFO - Epoch [33/ 1000] batch [210/293]: loss = 0.3834, acc = 0.9103, lr = 0.001
2021-08-07 17:23:35,305 - root - INFO - Epoch [33/ 1000] batch [220/293]: loss = 0.3626, acc = 0.9103, lr = 0.001
2021-08-07 17:23:36,743 - root - INFO - Epoch [33/ 1000] batch [230/293]: loss = 0.3850, acc = 0.9103, lr = 0.001
2021-08-07 17:23:38,030 - root - INFO - Epoch [33/ 1000] batch [240/293]: loss = 0.3654, acc = 0.9104, lr = 0.001
2021-08-07 17:23:39,792 - root - INFO - Epoch [33/ 1000] batch [250/293]: loss = 0.3770, acc = 0.9104, lr = 0.001
2021-08-07 17:23:41,150 - root - INFO - Epoch [33/ 1000] batch [260/293]: loss = 0.3556, acc = 0.9104, lr = 0.001
2021-08-07 17:23:42,458 - root - INFO - Epoch [33/ 1000] batch [270/293]: loss = 0.3962, acc = 0.9104, lr = 0.001
2021-08-07 17:23:43,999 - root - INFO - Epoch [33/ 1000] batch [280/293]: loss = 0.4085, acc = 0.9104, lr = 0.001
2021-08-07 17:23:45,352 - root - INFO - Epoch [33/ 1000] batch [290/293]: loss = 0.4010, acc = 0.9105, lr = 0.001
2021-08-07 17:23:45,571 - root - INFO - Epoch 33 train acc = 0.9105, lr = 0.001
2021-08-07 17:23:53,115 - root - INFO - Epoch 33 eval acc = 0.9459, bect_acc = 0.9485, best epoch = 29
2021-08-07 17:23:54,809 - root - INFO - Epoch [34/ 1000] batch [0/293]: loss = 0.4042, acc = 0.9105, lr = 0.001
2021-08-07 17:23:56,401 - root - INFO - Epoch [34/ 1000] batch [10/293]: loss = 0.3826, acc = 0.9105, lr = 0.001
2021-08-07 17:23:57,723 - root - INFO - Epoch [34/ 1000] batch [20/293]: loss = 0.3618, acc = 0.9105, lr = 0.001
2021-08-07 17:23:59,077 - root - INFO - Epoch [34/ 1000] batch [30/293]: loss = 0.3746, acc = 0.9105, lr = 0.001
2021-08-07 17:24:01,184 - root - INFO - Epoch [34/ 1000] batch [40/293]: loss = 0.3903, acc = 0.9105, lr = 0.001
2021-08-07 17:24:02,633 - root - INFO - Epoch [34/ 1000] batch [50/293]: loss = 0.3734, acc = 0.9106, lr = 0.001
2021-08-07 17:24:04,064 - root - INFO - Epoch [34/ 1000] batch [60/293]: loss = 0.3895, acc = 0.9106, lr = 0.001
2021-08-07 17:24:05,282 - root - INFO - Epoch [34/ 1000] batch [70/293]: loss = 0.3723, acc = 0.9106, lr = 0.001
2021-08-07 17:24:06,676 - root - INFO - Epoch [34/ 1000] batch [80/293]: loss = 0.3822, acc = 0.9106, lr = 0.001
2021-08-07 17:24:08,088 - root - INFO - Epoch [34/ 1000] batch [90/293]: loss = 0.3935, acc = 0.9107, lr = 0.001
2021-08-07 17:24:09,753 - root - INFO - Epoch [34/ 1000] batch [100/293]: loss = 0.3977, acc = 0.9107, lr = 0.001
2021-08-07 17:24:11,389 - root - INFO - Epoch [34/ 1000] batch [110/293]: loss = 0.3629, acc = 0.9107, lr = 0.001
2021-08-07 17:24:12,748 - root - INFO - Epoch [34/ 1000] batch [120/293]: loss = 0.4129, acc = 0.9107, lr = 0.001
2021-08-07 17:24:14,207 - root - INFO - Epoch [34/ 1000] batch [130/293]: loss = 0.3674, acc = 0.9107, lr = 0.001
2021-08-07 17:24:15,630 - root - INFO - Epoch [34/ 1000] batch [140/293]: loss = 0.3895, acc = 0.9107, lr = 0.001
2021-08-07 17:24:17,770 - root - INFO - Epoch [34/ 1000] batch [150/293]: loss = 0.3742, acc = 0.9108, lr = 0.001
2021-08-07 17:24:19,387 - root - INFO - Epoch [34/ 1000] batch [160/293]: loss = 0.3798, acc = 0.9108, lr = 0.001
2021-08-07 17:24:20,933 - root - INFO - Epoch [34/ 1000] batch [170/293]: loss = 0.3926, acc = 0.9108, lr = 0.001
2021-08-07 17:24:22,309 - root - INFO - Epoch [34/ 1000] batch [180/293]: loss = 0.4011, acc = 0.9108, lr = 0.001
2021-08-07 17:24:24,053 - root - INFO - Epoch [34/ 1000] batch [190/293]: loss = 0.4098, acc = 0.9108, lr = 0.001
2021-08-07 17:24:25,685 - root - INFO - Epoch [34/ 1000] batch [200/293]: loss = 0.4066, acc = 0.9109, lr = 0.001
2021-08-07 17:24:27,058 - root - INFO - Epoch [34/ 1000] batch [210/293]: loss = 0.3786, acc = 0.9109, lr = 0.001
2021-08-07 17:24:28,686 - root - INFO - Epoch [34/ 1000] batch [220/293]: loss = 0.3748, acc = 0.9109, lr = 0.001
2021-08-07 17:24:30,356 - root - INFO - Epoch [34/ 1000] batch [230/293]: loss = 0.3535, acc = 0.9109, lr = 0.001
2021-08-07 17:24:31,963 - root - INFO - Epoch [34/ 1000] batch [240/293]: loss = 0.3522, acc = 0.9109, lr = 0.001
2021-08-07 17:24:33,284 - root - INFO - Epoch [34/ 1000] batch [250/293]: loss = 0.3615, acc = 0.9110, lr = 0.001
2021-08-07 17:24:34,981 - root - INFO - Epoch [34/ 1000] batch [260/293]: loss = 0.3607, acc = 0.9110, lr = 0.001
2021-08-07 17:24:36,592 - root - INFO - Epoch [34/ 1000] batch [270/293]: loss = 0.3976, acc = 0.9110, lr = 0.001
2021-08-07 17:24:38,010 - root - INFO - Epoch [34/ 1000] batch [280/293]: loss = 0.3625, acc = 0.9110, lr = 0.001
2021-08-07 17:24:39,336 - root - INFO - Epoch [34/ 1000] batch [290/293]: loss = 0.3845, acc = 0.9111, lr = 0.001
2021-08-07 17:24:39,582 - root - INFO - Epoch 34 train acc = 0.9111, lr = 0.001
2021-08-07 17:24:47,504 - root - INFO - Epoch 34 eval acc = 0.9494, bect_acc = 0.9494, best epoch = 34
2021-08-07 17:24:49,308 - root - INFO - Epoch [35/ 1000] batch [0/293]: loss = 0.3885, acc = 0.9111, lr = 0.001
2021-08-07 17:24:50,688 - root - INFO - Epoch [35/ 1000] batch [10/293]: loss = 0.3901, acc = 0.9111, lr = 0.001
2021-08-07 17:24:52,104 - root - INFO - Epoch [35/ 1000] batch [20/293]: loss = 0.3987, acc = 0.9111, lr = 0.001
2021-08-07 17:24:53,647 - root - INFO - Epoch [35/ 1000] batch [30/293]: loss = 0.3675, acc = 0.9111, lr = 0.001
2021-08-07 17:24:55,133 - root - INFO - Epoch [35/ 1000] batch [40/293]: loss = 0.3913, acc = 0.9111, lr = 0.001
2021-08-07 17:24:56,525 - root - INFO - Epoch [35/ 1000] batch [50/293]: loss = 0.3756, acc = 0.9112, lr = 0.001
2021-08-07 17:24:57,922 - root - INFO - Epoch [35/ 1000] batch [60/293]: loss = 0.4009, acc = 0.9112, lr = 0.001
2021-08-07 17:24:59,191 - root - INFO - Epoch [35/ 1000] batch [70/293]: loss = 0.3720, acc = 0.9112, lr = 0.001
2021-08-07 17:25:00,656 - root - INFO - Epoch [35/ 1000] batch [80/293]: loss = 0.3692, acc = 0.9112, lr = 0.001
2021-08-07 17:25:02,219 - root - INFO - Epoch [35/ 1000] batch [90/293]: loss = 0.3822, acc = 0.9112, lr = 0.001
2021-08-07 17:25:03,774 - root - INFO - Epoch [35/ 1000] batch [100/293]: loss = 0.3648, acc = 0.9113, lr = 0.001
2021-08-07 17:25:05,257 - root - INFO - Epoch [35/ 1000] batch [110/293]: loss = 0.3637, acc = 0.9113, lr = 0.001
2021-08-07 17:25:06,861 - root - INFO - Epoch [35/ 1000] batch [120/293]: loss = 0.3894, acc = 0.9113, lr = 0.001
2021-08-07 17:25:08,566 - root - INFO - Epoch [35/ 1000] batch [130/293]: loss = 0.3686, acc = 0.9113, lr = 0.001
2021-08-07 17:25:09,931 - root - INFO - Epoch [35/ 1000] batch [140/293]: loss = 0.3833, acc = 0.9114, lr = 0.001
2021-08-07 17:25:11,380 - root - INFO - Epoch [35/ 1000] batch [150/293]: loss = 0.3960, acc = 0.9114, lr = 0.001
2021-08-07 17:25:12,908 - root - INFO - Epoch [35/ 1000] batch [160/293]: loss = 0.3922, acc = 0.9114, lr = 0.001
2021-08-07 17:25:14,563 - root - INFO - Epoch [35/ 1000] batch [170/293]: loss = 0.3785, acc = 0.9114, lr = 0.001
2021-08-07 17:25:16,048 - root - INFO - Epoch [35/ 1000] batch [180/293]: loss = 0.3605, acc = 0.9114, lr = 0.001
2021-08-07 17:25:17,618 - root - INFO - Epoch [35/ 1000] batch [190/293]: loss = 0.3778, acc = 0.9115, lr = 0.001
2021-08-07 17:25:19,247 - root - INFO - Epoch [35/ 1000] batch [200/293]: loss = 0.3763, acc = 0.9115, lr = 0.001
2021-08-07 17:25:20,791 - root - INFO - Epoch [35/ 1000] batch [210/293]: loss = 0.3992, acc = 0.9115, lr = 0.001
2021-08-07 17:25:22,247 - root - INFO - Epoch [35/ 1000] batch [220/293]: loss = 0.3845, acc = 0.9115, lr = 0.001
2021-08-07 17:25:23,539 - root - INFO - Epoch [35/ 1000] batch [230/293]: loss = 0.3738, acc = 0.9115, lr = 0.001
2021-08-07 17:25:25,189 - root - INFO - Epoch [35/ 1000] batch [240/293]: loss = 0.3730, acc = 0.9115, lr = 0.001
2021-08-07 17:25:26,864 - root - INFO - Epoch [35/ 1000] batch [250/293]: loss = 0.4017, acc = 0.9116, lr = 0.001
2021-08-07 17:25:28,248 - root - INFO - Epoch [35/ 1000] batch [260/293]: loss = 0.3670, acc = 0.9116, lr = 0.001
2021-08-07 17:25:29,825 - root - INFO - Epoch [35/ 1000] batch [270/293]: loss = 0.3966, acc = 0.9116, lr = 0.001
2021-08-07 17:25:31,557 - root - INFO - Epoch [35/ 1000] batch [280/293]: loss = 0.3882, acc = 0.9116, lr = 0.001
2021-08-07 17:25:33,043 - root - INFO - Epoch [35/ 1000] batch [290/293]: loss = 0.3766, acc = 0.9116, lr = 0.001
2021-08-07 17:25:33,261 - root - INFO - Epoch 35 train acc = 0.9116, lr = 0.001
2021-08-07 17:25:40,911 - root - INFO - Epoch 35 eval acc = 0.9478, bect_acc = 0.9494, best epoch = 34
2021-08-07 17:25:42,700 - root - INFO - Epoch [36/ 1000] batch [0/293]: loss = 0.3712, acc = 0.9116, lr = 0.001
2021-08-07 17:25:44,100 - root - INFO - Epoch [36/ 1000] batch [10/293]: loss = 0.3882, acc = 0.9116, lr = 0.001
2021-08-07 17:25:45,301 - root - INFO - Epoch [36/ 1000] batch [20/293]: loss = 0.3633, acc = 0.9117, lr = 0.001
2021-08-07 17:25:46,496 - root - INFO - Epoch [36/ 1000] batch [30/293]: loss = 0.3765, acc = 0.9117, lr = 0.001
2021-08-07 17:25:47,695 - root - INFO - Epoch [36/ 1000] batch [40/293]: loss = 0.3989, acc = 0.9117, lr = 0.001
2021-08-07 17:25:49,111 - root - INFO - Epoch [36/ 1000] batch [50/293]: loss = 0.3899, acc = 0.9117, lr = 0.001
2021-08-07 17:25:50,756 - root - INFO - Epoch [36/ 1000] batch [60/293]: loss = 0.4059, acc = 0.9117, lr = 0.001
2021-08-07 17:25:52,259 - root - INFO - Epoch [36/ 1000] batch [70/293]: loss = 0.3731, acc = 0.9118, lr = 0.001
2021-08-07 17:25:53,473 - root - INFO - Epoch [36/ 1000] batch [80/293]: loss = 0.3744, acc = 0.9118, lr = 0.001
2021-08-07 17:25:54,715 - root - INFO - Epoch [36/ 1000] batch [90/293]: loss = 0.3555, acc = 0.9118, lr = 0.001
2021-08-07 17:25:56,374 - root - INFO - Epoch [36/ 1000] batch [100/293]: loss = 0.3731, acc = 0.9118, lr = 0.001
2021-08-07 17:25:57,632 - root - INFO - Epoch [36/ 1000] batch [110/293]: loss = 0.3693, acc = 0.9118, lr = 0.001
2021-08-07 17:25:58,840 - root - INFO - Epoch [36/ 1000] batch [120/293]: loss = 0.3835, acc = 0.9119, lr = 0.001
2021-08-07 17:26:00,321 - root - INFO - Epoch [36/ 1000] batch [130/293]: loss = 0.3741, acc = 0.9119, lr = 0.001
2021-08-07 17:26:01,968 - root - INFO - Epoch [36/ 1000] batch [140/293]: loss = 0.4132, acc = 0.9119, lr = 0.001
